id,transdate,description,amount,category,accountname
8402,17-Oct-14,,-21.71,Alcohol & Bars,US CREDIT CARD
8403,17-Oct-14,,2865.84,Paycheck,US CHECKING
8404,18-Oct-14,,-172.5,Restaurants,US CREDIT CARD
8405,18-Oct-14,,1449.9,Credit Card Payment,US CREDIT CARD
8406,19-Oct-14,,-117,Alcohol & Bars,US CREDIT CARD
8407,19-Oct-14,,-12.72,Alcohol & Bars,US CREDIT CARD
8408,21-Oct-14,,-8.63,Utilities,US CHECKING
8409,21-Oct-14,,426,Hide from Budgets & Trends,US CHECKING 2
8410,21-Oct-14,,-8.08,Books,US CREDIT CARD 2
8411,22-Oct-14,,-33.3,Alcohol & Bars,US CREDIT CARD
8412,22-Oct-14,,-140.71,Restaurants,US CREDIT CARD
8413,22-Oct-14,,-5.32,Groceries,US CHECKING 2
8414,22-Oct-14,,-459.52,Check,US CHECKING 2
8415,22-Oct-14,,-336,Check,US CHECKING 2
8416,22-Oct-14,,325.59,Income,US CHECKING 2
8417,22-Oct-14,,-46.52,Groceries,US CHECKING 2
8418,22-Oct-14,,-3.93,Pharmacy,US CHECKING 2
8419,22-Oct-14,,-70.93,Groceries,US CREDIT CARD 2
8420,23-Oct-14,,524.14,Hide from Budgets & Trends,US CHECKING
8421,23-Oct-14,,-33.1,Groceries,US CHECKING 2
8422,24-Oct-14,,-26.15,Hair,US CREDIT CARD
8423,24-Oct-14,,-0.72,Fees & Charges,US CHECKING 2
8424,24-Oct-14,,365.44,Income,US CHECKING 2
8425,25-Oct-14,,-89.5,Mobile Phone,US CREDIT CARD
8426,25-Oct-14,,2600,Hide from Budgets & Trends,US CHECKING 2
8427,26-Oct-14,,-25.61,Groceries,US CREDIT CARD
8428,26-Oct-14,,-9.93,Alcohol & Bars,US CREDIT CARD
8429,26-Oct-14,,-14.37,Alcohol & Bars,US CREDIT CARD
8430,26-Oct-14,,-20.4,Groceries,US CHECKING 2
8431,27-Oct-14,,-34.28,Furnishings,US CREDIT CARD
8432,27-Oct-14,,-38.77,Clothing,US CHECKING 2
8433,27-Oct-14,,-57.98,Gift,US CHECKING 2
8434,28-Oct-14,,-152.1,Groceries,US CREDIT CARD
8435,28-Oct-14,,-40.13,Laundry,US CREDIT CARD
8436,28-Oct-14,,-0.55,Fees & Charges,US CHECKING 2
8437,28-Oct-14,,-25.45,Groceries,US CHECKING 2
8438,28-Oct-14,,-12.95,Gift,US CHECKING 2
8439,29-Oct-14,,-40.29,Clothing,US CREDIT CARD
8440,29-Oct-14,,-23.03,Pharmacy,US CREDIT CARD
8441,29-Oct-14,,-467.26,Paycheck,US CREDIT CARD
8442,29-Oct-14,,-18.75,Alcohol & Bars,US CREDIT CARD
8443,29-Oct-14,,-49.2,Clothing,US CREDIT CARD
8444,29-Oct-14,,-2.58,Music,US CHECKING 2
8445,29-Oct-14,,-5.54,Restaurants,US CHECKING 2
8446,31-Oct-14,,3104.74,Paycheck,US CHECKING
8447,31-Oct-14,,-7.12,Tuition,US CHECKING 2
8448,1-Nov-14,,434.11,Transfer,US SAVINGS
8449,1-Nov-14,,-78,Clothing,US CREDIT CARD
8450,1-Nov-14,,-39.56,Restaurants,US CREDIT CARD
8451,1-Nov-14,,-8.55,Movies & DVDs,US CHECKING
8452,1-Nov-14,,0.15,Interest Income,US SAVINGS
8453,2-Nov-14,,-3.9,Hobbies,US CREDIT CARD
8454,2-Nov-14,,-18.9,Alcohol & Bars,US CREDIT CARD
8455,2-Nov-14,,-5.78,Coffee Shops,US CREDIT CARD
8456,2-Nov-14,,-12.6,Restaurants,US CREDIT CARD
8457,2-Nov-14,,-30.03,Restaurants,US CREDIT CARD
8458,2-Nov-14,,620.29,Credit Card Payment,US CREDIT CARD 2
8459,2-Nov-14,,-10.18,Restaurants,US CHECKING 2
8460,2-Nov-14,,-413.52,Credit Card Payment,US CHECKING 2
8461,3-Nov-14,,-1530,Mortgage & Rent,US CHECKING
8462,3-Nov-14,,-6.34,Groceries,US CREDIT CARD
8463,3-Nov-14,,-139.79,Television,US CREDIT CARD
8464,3-Nov-14,,-13.92,Groceries,US CREDIT CARD
8465,3-Nov-14,,-79.59,Groceries,US CHECKING 2
8466,4-Nov-14,,-308,Mortgage & Rent,US CHECKING 2
8467,4-Nov-14,,783.77,Income,US CHECKING 2
8468,5-Nov-14,,-1.09,Electronics & Software,US CHECKING
8469,5-Nov-14,,-21.83,Clothing,US CREDIT CARD
8470,5-Nov-14,,-5.6,Groceries,US CHECKING 2
8471,6-Nov-14,,-19.74,Groceries,US CREDIT CARD
8472,8-Nov-14,,-7.61,Clothing,US CREDIT CARD
8473,8-Nov-14,,-41.85,Alcohol & Bars,US CREDIT CARD
8474,8-Nov-14,,-2.21,Personal Care,US CREDIT CARD
8475,8-Nov-14,,-23.26,Pharmacy,US CREDIT CARD 2
8476,8-Nov-14,,-24.81,Groceries,US CHECKING 2
8477,9-Nov-14,,-34.19,Shopping,US CREDIT CARD
8478,9-Nov-14,,-10.55,Books,US CREDIT CARD
8479,9-Nov-14,,-30.94,Laundry,US CREDIT CARD
8480,10-Nov-14,,-10.71,Restaurants,US CREDIT CARD 2
8481,10-Nov-14,,97,Income,US CHECKING 2
8482,11-Nov-14,,-10.81,Groceries,US CREDIT CARD
8483,11-Nov-14,,-4.26,Restaurants,US CREDIT CARD
8484,11-Nov-14,,-71.22,Clothing,US CREDIT CARD
8485,11-Nov-14,,-2.33,Movies & DVDs,US CREDIT CARD 2
8486,12-Nov-14,,-217.52,Clothing,US CREDIT CARD
8487,12-Nov-14,,-57.6,Alcohol & Bars,US CREDIT CARD
8488,12-Nov-14,,-6.74,Alcohol & Bars,US CREDIT CARD
8489,12-Nov-14,,-84.94,Utilities,US CHECKING
8490,12-Nov-14,,-154.56,Public Transportation,US CREDIT CARD 2
8491,13-Nov-14,,-181.63,Groceries,US CREDIT CARD
8492,15-Nov-14,,-15.3,Groceries,US CREDIT CARD
8493,15-Nov-14,,2527.17,Paycheck,US CHECKING
8494,16-Nov-14,,-4.68,Fast Food,US CREDIT CARD
8495,16-Nov-14,,-12.73,Clothing,US CREDIT CARD
8496,16-Nov-14,,-7.08,Restaurants,US CREDIT CARD 2
8497,17-Nov-14,,-3.39,Groceries,US CREDIT CARD 2
8498,18-Nov-14,,-17.2,Shopping,US CREDIT CARD
8499,18-Nov-14,,-4.99,Furnishings,US CREDIT CARD
8500,19-Nov-14,,-6.57,Groceries,US CREDIT CARD
8501,19-Nov-14,,-518,Restaurants,US CREDIT CARD
8502,19-Nov-14,,-20.79,Restaurants,US CREDIT CARD
8503,19-Nov-14,,-12.81,Restaurants,US CHECKING 2
8504,19-Nov-14,,-25.11,Uncategorized,US CHECKING 2
8505,20-Nov-14,,-73.04,Restaurants,US CREDIT CARD 2
8506,20-Nov-14,,-21.6,Restaurants,US CHECKING 2
8507,21-Nov-14,,-23.75,Groceries,US CREDIT CARD
8508,21-Nov-14,,-15.77,Groceries,US CREDIT CARD
8509,21-Nov-14,,-12.1,Groceries,US CREDIT CARD 2
8510,21-Nov-14,,556.42,Income,US CHECKING 2
8511,22-Nov-14,,-2850,Transfer,US CHECKING
8512,22-Nov-14,,-1746.39,Credit Card Payment,US CHECKING
8513,23-Nov-14,,-69.11,Groceries,US CREDIT CARD
8514,23-Nov-14,,-6.71,Clothing,US CREDIT CARD
8515,23-Nov-14,,-33.47,Groceries,US CREDIT CARD
8516,23-Nov-14,,-25.86,Restaurants,US CREDIT CARD
8517,23-Nov-14,,-5.34,Fast Food,US CREDIT CARD
8518,23-Nov-14,,-2.11,Coffee Shops,US CHECKING 2
8519,24-Nov-14,,-13.94,Home Improvement,US CREDIT CARD
8520,24-Nov-14,,50.97,Clothing,US CREDIT CARD
8521,25-Nov-14,,-65.98,Mobile Phone,US CREDIT CARD
8522,25-Nov-14,,2153.88,Credit Card Payment,US CREDIT CARD
8523,25-Nov-14,,-5.75,Coffee Shops,US CREDIT CARD
8524,25-Nov-14,,-26.66,Laundry,US CREDIT CARD
8525,25-Nov-14,,-107.79,Clothing,US CHECKING 2
8526,26-Nov-14,,-88.71,Groceries,US CREDIT CARD
8527,26-Nov-14,,-16.91,Clothing,US CREDIT CARD
8528,26-Nov-14,,-5.83,Utilities,US CHECKING
8529,26-Nov-14,,2310,Transfer,US SAVINGS
8530,26-Nov-14,,-14.99,Pharmacy,US CHECKING 2
8531,27-Nov-14,,29.46,Home Improvement,US CREDIT CARD
8532,27-Nov-14,,-17.73,Home Improvement,US CREDIT CARD
8533,27-Nov-14,,-5.57,Coffee Shops,US CHECKING 2
8534,28-Nov-14,,-160.18,Clothing,US CREDIT CARD
8535,28-Nov-14,,-16.14,Furnishings,US CREDIT CARD
8536,28-Nov-14,,-59.16,Groceries,US CREDIT CARD
8537,28-Nov-14,,-3.31,Electronics & Software,US CHECKING
8538,28-Nov-14,,1719.5,Paycheck,US CHECKING
8539,29-Nov-14,,-6.21,Fast Food,US CREDIT CARD
8540,29-Nov-14,,-7.69,Groceries,US CREDIT CARD
8541,29-Nov-14,,-9.73,Fast Food,US CREDIT CARD
8542,29-Nov-14,,-1.25,Coffee Shops,US CREDIT CARD
8543,29-Nov-14,,-32.4,Education,US CREDIT CARD 2
8544,30-Nov-14,,-2340,Mortgage & Rent,US CHECKING
8545,30-Nov-14,,-3.43,Groceries,US CREDIT CARD
8546,30-Nov-14,,-10.84,Alcohol & Bars,US CREDIT CARD
8547,30-Nov-14,,-48.2,Personal Care,US CREDIT CARD
8548,30-Nov-14,,-19.92,Restaurants,US CREDIT CARD
8549,30-Nov-14,,-2160,Transfer,US CHECKING
8550,30-Nov-14,,-18.33,Pharmacy,US CREDIT CARD
8551,30-Nov-14,,-25.75,Clothing,US CREDIT CARD 2
8552,30-Nov-14,,-25.65,Education,US CREDIT CARD 2
8553,1-Dec-14,,882.15,Transfer,US SAVINGS
8554,1-Dec-14,,-11.4,Shopping,US CREDIT CARD
8555,1-Dec-14,,1650,Transfer,US SAVINGS
8556,1-Dec-14,,-47.15,Gift,US CHECKING 2
8557,2-Dec-14,,0.18,Interest Income,US SAVINGS
8558,2-Dec-14,,389.43,Credit Card Payment,US CREDIT CARD 2
8559,2-Dec-14,,-97.75,Education,US CREDIT CARD 2
8560,2-Dec-14,,-44.35,Personal Care,US CHECKING 2
8561,3-Dec-14,,286,Transfer,US CHECKING
8562,3-Dec-14,,-655,Transfer,US CHECKING
8563,3-Dec-14,,-3.03,Electronics & Software,US CHECKING
8564,3-Dec-14,,-5.19,Movies & DVDs,US CHECKING
8565,3-Dec-14,,-85.76,Clothing,US CREDIT CARD
8566,3-Dec-14,,-356.19,Credit Card Payment,US CHECKING 2
8567,3-Dec-14,,124.15,Income,US CHECKING 2
8568,3-Dec-14,,-83.6,Restaurants,US CREDIT CARD 2
8569,4-Dec-14,,-10.82,Groceries,US CREDIT CARD
8570,4-Dec-14,,-26,Paycheck,US CREDIT CARD
8571,4-Dec-14,,479.07,Income,US CHECKING 2
8572,5-Dec-14,,-0.9,Bank Fee,CAD CHECKING
8573,5-Dec-14,,-15.67,Paycheck,US CHECKING
8574,5-Dec-14,,-4.62,Coffee Shops,US CREDIT CARD
8575,5-Dec-14,,604.28,Income,US CHECKING 2
8576,6-Dec-14,,-3750,Transfer,CAD CHECKING
8577,6-Dec-14,,294,Transfer,US SAVINGS
8578,6-Dec-14,,-33.65,Personal Care,US CHECKING 2
8579,7-Dec-14,,-10.4,Alcohol & Bars,US CREDIT CARD
8580,7-Dec-14,,-135.76,Groceries,US CREDIT CARD
8581,7-Dec-14,,-14.4,Public Transportation,US CHECKING 2
8582,7-Dec-14,,-64.46,Gift,US CHECKING 2
8583,8-Dec-14,,3840,Transfer,CAD CHECKING
8584,8-Dec-14,,-1,Bank Fee,CAD CHECKING
8585,8-Dec-14,,-23.7,Laundry,US CREDIT CARD
8586,8-Dec-14,,-5.17,Movies & DVDs,US CREDIT CARD
8587,8-Dec-14,,-125.8,Education,US CREDIT CARD 2
8588,9-Dec-14,,-17.87,Shopping,US CREDIT CARD
8589,9-Dec-14,,-103.87,Restaurants,US CREDIT CARD
8590,9-Dec-14,,-34.98,Movies & DVDs,US CREDIT CARD
8591,9-Dec-14,,-128.8,Public Transportation,US CREDIT CARD 2
8592,9-Dec-14,,-90.35,Education,US CREDIT CARD 2
8593,10-Dec-14,,-2850,Transfer,CAD CHECKING
8594,10-Dec-14,,8925,Transfer,US SAVINGS
8595,10-Dec-14,,-5475,Transfer,US CHECKING
8596,10-Dec-14,,-10584,Transfer,US SAVINGS
8597,10-Dec-14,,-24.4,Paycheck,US CREDIT CARD
8598,10-Dec-14,,-27.14,Alcohol & Bars,US CREDIT CARD
8599,10-Dec-14,,-29.43,Education,US CREDIT CARD 2
8600,10-Dec-14,,-14.76,Gift,US CHECKING 2
8601,10-Dec-14,,-15.92,Restaurants,US CHECKING 2
8602,11-Dec-14,,2280,Transfer,CAD CHECKING
8603,11-Dec-14,,10152,Transfer,US CHECKING
8604,11-Dec-14,,-2.52,Restaurants,US CREDIT CARD
8605,11-Dec-14,,-10.29,Gift,US CHECKING 2
8606,12-Dec-14,,-78.44,Restaurants,US CREDIT CARD JOINT
8607,12-Dec-14,,-25.24,Gift,US CREDIT CARD JOINT
8608,12-Dec-14,,-4.48,Groceries,US CREDIT CARD JOINT
8609,13-Dec-14,,-6.38,Television,US CREDIT CARD JOINT
8610,13-Dec-14,,-46.08,Utilities,US CHECKING
8611,13-Dec-14,,-6.2,Gift,US CHECKING 2
8612,14-Dec-14,,-57.43,Alcohol & Bars,US CREDIT CARD JOINT
8613,14-Dec-14,,2188.48,Paycheck,US CHECKING
8614,14-Dec-14,,-26.19,Restaurants,US CREDIT CARD JOINT
8615,14-Dec-14,,-29.88,Gift,US CHECKING 2
8616,14-Dec-14,,-20.88,Gift,US CHECKING 2
8617,14-Dec-14,,-12.59,Personal Care,US CHECKING 2
8618,14-Dec-14,,-7.12,Tuition,US CREDIT CARD 2
8619,14-Dec-14,,-31.36,Gift,US CHECKING 2
8620,15-Dec-14,,-5.29,Gift,US CREDIT CARD JOINT
8621,15-Dec-14,,119.31,Bonus,US CREDIT CARD
8622,15-Dec-14,,3082,Transfer,US SAVINGS
8623,15-Dec-14,,-3105,Transfer,US CHECKING
8624,15-Dec-14,,-730,Credit Card Payment,US CHECKING
8625,15-Dec-14,,-620.39,Reimbursement,US CREDIT CARD JOINT
8626,15-Dec-14,,-24.77,Gift,US CREDIT CARD JOINT
8627,15-Dec-14,,-77.7,Amusement,US CREDIT CARD JOINT
8628,15-Dec-14,,-16.07,Hair,US CREDIT CARD JOINT
8629,15-Dec-14,,-52.58,Gift,US CHECKING 2
8630,16-Dec-14,,-1.02,Service Fee,US CREDIT CARD JOINT
8631,16-Dec-14,,-1.13,Gift,US CREDIT CARD JOINT
8632,16-Dec-14,,-7.26,Groceries,US CREDIT CARD JOINT
8633,16-Dec-14,,570,Credit Card Payment,US CREDIT CARD
8634,16-Dec-14,,-13.9,Gift,US CREDIT CARD JOINT
8635,16-Dec-14,,-36.25,Gift,US CREDIT CARD JOINT
8636,16-Dec-14,,-84.94,Entertainment,US CREDIT CARD JOINT
8637,16-Dec-14,,789.76,Income,US CHECKING 2
8638,16-Dec-14,,-6.56,Coffee Shops,US CHECKING 2
8639,16-Dec-14,,-101.2,Gift,US CHECKING 2
8640,17-Dec-14,,-48.74,Gift,US CHECKING 2
8641,17-Dec-14,,-40.6,Gift,US CHECKING 2
8642,17-Dec-14,,-418.58,Entertainment,US CHECKING 2
8643,17-Dec-14,,-32.14,Gift,US CHECKING 2
8644,17-Dec-14,,-12.6,Gift,US CHECKING 2
8645,18-Dec-14,,-85.45,Gift,CAD CHECKING
8646,18-Dec-14,,-31.17,Gift,US CREDIT CARD JOINT
8647,19-Dec-14,,434.3,Paycheck,US CREDIT CARD JOINT
8648,19-Dec-14,,-2.4,Personal Care,US CREDIT CARD JOINT
8649,19-Dec-14,,-2.16,Coffee Shops,US CHECKING 2
8650,19-Dec-14,,-39.83,Gift,US CHECKING 2
8651,20-Dec-14,,-68.25,Gift,CAD CHECKING
8652,20-Dec-14,,-16.31,Gift,US CREDIT CARD JOINT
8653,20-Dec-14,,-2.4,Groceries,US CREDIT CARD JOINT
8654,20-Dec-14,,-48.8,Reimbursement,US CREDIT CARD JOINT
8655,20-Dec-14,,-0.98,ATM Fee,US CHECKING 2
8656,20-Dec-14,,-29.39,Pet Food & Supplies,US CHECKING 2
8657,20-Dec-14,,-6.64,Gift,US CHECKING 2
8658,20-Dec-14,,-42.96,Furnishings,US CHECKING 2
8659,20-Dec-14,,-19.25,Gift,US CHECKING 2
8660,21-Dec-14,,-148.73,Gift,US CREDIT CARD JOINT
8661,21-Dec-14,,-27.24,Gift,US CREDIT CARD JOINT
8662,21-Dec-14,,-77.06,Groceries,US CREDIT CARD JOINT
8663,21-Dec-14,,-5.94,Coffee Shops,US CHECKING 2
8664,21-Dec-14,,-12.82,Gift,US CHECKING 2
8665,22-Dec-14,,205.5,Gift Received,CAD CHECKING
8666,22-Dec-14,,-28,Reimbursement,US CREDIT CARD JOINT
8667,22-Dec-14,,-14.25,Air Travel,US CREDIT CARD JOINT
8668,22-Dec-14,,-10.05,Gift,US CREDIT CARD JOINT
8669,22-Dec-14,,-15,Alcohol & Bars,US CREDIT CARD JOINT
8670,22-Dec-14,,-14.45,Coffee Shops,US CREDIT CARD JOINT
8671,22-Dec-14,,-40.29,Gift,US CREDIT CARD JOINT
8672,23-Dec-14,,-3.36,Rental Car & Taxi,US CREDIT CARD JOINT
8673,23-Dec-14,,-25.94,Groceries,US CREDIT CARD JOINT
8674,23-Dec-14,,-8.87,Utilities,US CHECKING
8675,23-Dec-14,,-28.47,Laundry,US CREDIT CARD JOINT
8676,23-Dec-14,,-17.02,Gift,US CREDIT CARD JOINT
8677,23-Dec-14,,-48.4,Hide from Budgets & Trends,US CREDIT CARD JOINT
8678,23-Dec-14,,-25.24,Gift,US CHECKING 2
8679,24-Dec-14,,-24.52,Finance Charge,US CREDIT CARD
8680,24-Dec-14,,-26.79,Clothing,US CREDIT CARD JOINT
8681,24-Dec-14,,-38.4,Cash & ATM,US CHECKING 2
8682,25-Dec-14,,-83.62,Mobile Phone,US CREDIT CARD
8683,25-Dec-14,,-478.76,Reimbursement,US CREDIT CARD JOINT
8684,25-Dec-14,,225,Bonus,US CHECKING
8685,25-Dec-14,,-23.46,Groceries,US CHECKING 2
8686,25-Dec-14,,5.88,Income,US CHECKING 2
8687,26-Dec-14,,-90.65,Restaurants,US CREDIT CARD JOINT
8688,27-Dec-14,,-15.9,Alcohol & Bars,US CREDIT CARD JOINT
8689,28-Dec-14,,-33.25,Air Travel,US CREDIT CARD JOINT
8690,28-Dec-14,,-35.67,Restaurants,US CREDIT CARD JOINT
8691,28-Dec-14,,-131.8,Groceries,US CREDIT CARD JOINT
8692,28-Dec-14,,250,Bonus,US CHECKING
8693,28-Dec-14,,-3.49,Music,US CHECKING
8694,29-Dec-14,,973.69,Transfer,US SAVINGS
8695,29-Dec-14,,218.95,Income,US CHECKING 2
8696,31-Dec-14,,-18.39,Personal Care,US CREDIT CARD JOINT
8697,31-Dec-14,,-64.4,Restaurants,US CREDIT CARD JOINT
8698,31-Dec-14,,466.67,Income,US CHECKING 2
8699,31-Dec-14,,-23.76,Personal Care,US CHECKING 2
8700,1-Jan-15,,-42.4,Reimbursement,US CREDIT CARD JOINT
8701,1-Jan-15,,5037.46,Paycheck,US CHECKING
8702,1-Jan-15,,0.16,Interest Income,US SAVINGS
8703,1-Jan-15,,-7.11,Coffee Shops,US CREDIT CARD JOINT
8704,1-Jan-15,,23.94,Clothing,US CREDIT CARD
8705,1-Jan-15,,-109.76,Public Transportation,US CREDIT CARD 2
8706,2-Jan-15,,-8.65,Fast Food,US CREDIT CARD JOINT
8707,2-Jan-15,,-21.96,Groceries,US CREDIT CARD JOINT
8708,3-Jan-15,,-7.2,Personal Care,US CREDIT CARD JOINT
8709,4-Jan-15,,-10.07,Movies & DVDs,US CHECKING
8710,4-Jan-15,,-6.41,Fast Food,US CREDIT CARD JOINT
8711,4-Jan-15,,-61.51,Groceries,US CREDIT CARD JOINT
8712,4-Jan-15,,-438.9,Reimbursement,US CREDIT CARD JOINT
8713,4-Jan-15,,-6.1,Public Transportation,US CHECKING 2
8714,5-Jan-15,,-2.33,Personal Care,US CREDIT CARD JOINT
8715,5-Jan-15,,-508.71,Credit Card Payment,US CHECKING 2
8716,6-Jan-15,,-184.38,Groceries,US CREDIT CARD JOINT
8717,6-Jan-15,,-2358,Mortgage & Rent,US CHECKING
8718,6-Jan-15,,-18.2,Laundry,US CREDIT CARD JOINT
8719,6-Jan-15,,615.38,Credit Card Payment,US CREDIT CARD 2
8720,6-Jan-15,,-187.5,Gift,US CHECKING 2
8721,7-Jan-15,,0.04,Interest Income,US SAVINGS
8722,8-Jan-15,,-19.32,Restaurants,US CREDIT CARD JOINT
8723,9-Jan-15,,-6.25,Groceries,US CREDIT CARD JOINT
8724,10-Jan-15,,50,Transfer,US CHECKING
8725,10-Jan-15,,-34.8,Gift,US CREDIT CARD 2
8726,10-Jan-15,,-51.47,Restaurants,US CHECKING 2
8727,11-Jan-15,,-7.56,Rental Car & Taxi,US CREDIT CARD JOINT
8728,11-Jan-15,,-13.11,Alcohol & Bars,US CREDIT CARD JOINT
8729,11-Jan-15,,-119.92,Groceries,US CREDIT CARD 2
8730,12-Jan-15,,-67.29,Home Phone,US CREDIT CARD JOINT
8731,12-Jan-15,,-89.6,Utilities,US CHECKING
8732,12-Jan-15,,-63.84,Restaurants,US CREDIT CARD JOINT
8733,12-Jan-15,,-48.47,Restaurants,US CREDIT CARD JOINT
8734,13-Jan-15,,-116,Credit Card Payment,US CHECKING
8735,13-Jan-15,,-32.05,Alcohol & Bars,US CREDIT CARD JOINT
8736,13-Jan-15,,-298,Check,US CHECKING 2
8737,13-Jan-15,,-27.37,Shopping,US CHECKING 2
8738,14-Jan-15,,269.14,Credit Card Payment,US CREDIT CARD JOINT
8739,14-Jan-15,,3604.01,Paycheck,US CHECKING
8740,14-Jan-15,,127,Credit Card Payment,US CREDIT CARD
8741,14-Jan-15,,-37.99,Restaurants,US CREDIT CARD JOINT
8742,14-Jan-15,,-39.36,Gift,US CREDIT CARD JOINT
8743,14-Jan-15,,-27.94,Gift,US CHECKING 2
8744,15-Jan-15,,-4070.6,Credit Card Payment,US CHECKING
8745,15-Jan-15,,-18.07,Groceries,US CREDIT CARD JOINT
8746,15-Jan-15,,-10.4,Alcohol & Bars,US CREDIT CARD JOINT
8747,16-Jan-15,,-35.35,Laundry,US CREDIT CARD JOINT
8748,16-Jan-15,,1601.8,Credit Card Payment,US CREDIT CARD JOINT
8749,16-Jan-15,,341.03,Income,US CHECKING 2
8750,17-Jan-15,,-52.64,Groceries,US CREDIT CARD JOINT
8751,17-Jan-15,,-45.25,Groceries,US CREDIT CARD JOINT
8752,17-Jan-15,,-2749.36,Credit Card Payment,US CHECKING
8753,17-Jan-15,,-340,Check,US CHECKING 2
8754,18-Jan-15,,3412.12,Credit Card Payment,US CREDIT CARD
8755,18-Jan-15,,-190.15,Gift,US CREDIT CARD 2
8756,19-Jan-15,,-87.98,Alcohol & Bars,US CREDIT CARD JOINT
8757,20-Jan-15,,-6.58,Alcohol & Bars,US CREDIT CARD JOINT
8758,21-Jan-15,,-2.11,Music,US CREDIT CARD JOINT
8759,21-Jan-15,,146,Gift Received,CAD CHECKING
8760,21-Jan-15,,-17.77,Alcohol & Bars,US CHECKING 2
8761,21-Jan-15,,-3.72,Groceries,US CHECKING 2
8762,22-Jan-15,,-17.88,Groceries,US CREDIT CARD JOINT
8763,22-Jan-15,,-35.82,Restaurants,US CHECKING 2
8764,23-Jan-15,,-29.38,Shopping,US CREDIT CARD JOINT
8765,23-Jan-15,,-101.46,Groceries,US CREDIT CARD JOINT
8766,23-Jan-15,,-13.13,Gift,US CHECKING 2
8767,24-Jan-15,,-7.99,Movies & DVDs,US CREDIT CARD JOINT
8768,24-Jan-15,,-41.87,Gift,US CHECKING 2
8769,25-Jan-15,,-18.89,Alcohol & Bars,US CREDIT CARD JOINT
8770,25-Jan-15,,-23.92,Alcohol & Bars,US CREDIT CARD JOINT
8771,25-Jan-15,,-5.87,Personal Care,US CHECKING 2
8772,25-Jan-15,,-3.73,Coffee Shops,US CHECKING 2
8773,25-Jan-15,,-46.78,Gift,US CHECKING 2
8774,26-Jan-15,,-221.86,Restaurants,US CHECKING 2
8775,27-Jan-15,,-69.68,Restaurants,US CREDIT CARD JOINT
8776,27-Jan-15,,-43.52,Laundry,US CREDIT CARD JOINT
8777,27-Jan-15,,207.5,Gift Received,CAD CHECKING
8778,27-Jan-15,,-2.64,Restaurants,US CREDIT CARD 2
8779,27-Jan-15,,-12.9,Public Transportation,US CHECKING 2
8780,28-Jan-15,,37.74,Fees & Charges,CAD CHECKING
8781,28-Jan-15,,-34.06,Restaurants,US CHECKING 2
8782,28-Jan-15,,-4.53,Groceries,US CHECKING 2
8783,29-Jan-15,,-10.53,Groceries,US CREDIT CARD JOINT
8784,29-Jan-15,,-31.15,Fees & Charges,CAD CHECKING
8785,30-Jan-15,,-34.5,Alcohol & Bars,US CREDIT CARD JOINT
8786,31-Jan-15,,-61.57,Restaurants,US CREDIT CARD JOINT
8787,31-Jan-15,,0.01,Interest Income,US SAVINGS
8788,31-Jan-15,,-42.63,Groceries,US CREDIT CARD JOINT
8789,31-Jan-15,,1991.01,Paycheck,US CHECKING
8790,31-Jan-15,,415.06,Credit Card Payment,US CREDIT CARD 2
8791,31-Jan-15,,436.76,Income,US CHECKING 2
8792,1-Feb-15,,114.51,Transfer,US SAVINGS
8793,1-Feb-15,,-21.32,Alcohol & Bars,US CREDIT CARD JOINT
8794,1-Feb-15,,-3.29,Groceries,US CREDIT CARD JOINT
8795,1-Feb-15,,-124.32,Public Transportation,US CHECKING 2
8796,2-Feb-15,,-57.6,Alcohol & Bars,US CREDIT CARD JOINT
8797,2-Feb-15,,-56,Restaurants,US CHECKING 2
8798,2-Feb-15,,-284.16,Credit Card Payment,US CHECKING 2
8799,3-Feb-15,,-44.73,Hair,US CREDIT CARD JOINT
8800,3-Feb-15,,125,Transfer,US CHECKING
8801,3-Feb-15,,-28.6,Groceries,US CREDIT CARD JOINT
8802,3-Feb-15,,-32.89,Alcohol & Bars,US CREDIT CARD JOINT
8803,3-Feb-15,,-25.64,Restaurants,US CHECKING 2
8804,3-Feb-15,,-1.65,ATM Fee,US CHECKING 2
8805,4-Feb-15,,-485.08,Air Travel,US CREDIT CARD JOINT
8806,5-Feb-15,,-286.71,Gift,US CREDIT CARD JOINT
8807,5-Feb-15,,-25.17,Fast Food,US CREDIT CARD JOINT
8808,5-Feb-15,,-26.48,Fast Food,US CREDIT CARD JOINT
8809,5-Feb-15,,-25.79,Restaurants,US CHECKING 2
8810,6-Feb-15,,-25.26,Groceries,US CREDIT CARD JOINT
8811,6-Feb-15,,-25.83,Reimbursement,US CREDIT CARD JOINT
8812,6-Feb-15,,-39.99,Reimbursement,US CREDIT CARD JOINT
8813,6-Feb-15,,0.11,Interest Income,US SAVINGS
8814,6-Feb-15,,-75.51,Restaurants,US CREDIT CARD JOINT
8815,6-Feb-15,,-77,Mortgage & Rent,US CHECKING 2
8816,6-Feb-15,,-18,Coffee Shops,US CHECKING 2
8817,7-Feb-15,,-14.52,Laundry,US CREDIT CARD JOINT
8818,7-Feb-15,,-15.39,Alcohol & Bars,US CREDIT CARD JOINT
8819,8-Feb-15,,-76.45,Alcohol & Bars,US CREDIT CARD JOINT
8820,8-Feb-15,,-9.36,Alcohol & Bars,US CREDIT CARD JOINT
8821,8-Feb-15,,-2340,Mortgage & Rent,US CHECKING
